word,n_ratings,n,prop_known,rating,rating_sd
aardvark,14,16,0.875,3.571428571,1.827747067
aback,10,11,0.909090909,3.7,1.418136492
abandon,10,10,1,3.8,1.932183566
abandoned,10,10,1,4.2,1.549193338
abase,10,11,0.909090909,2.5,2.068278941
abash,11,12,0.916666667,3.545454545,2.583162262
abate,10,10,1,2.8,1.686548085
abbey,10,11,0.909090909,2.4,1.646545205
abdomen,11,11,1,3.272727273,1.678744119
abdominal,10,10,1,3.6,2.011080417
abduct,10,10,1,4.1,2.131770261
abduction,10,10,1,4.1,1.728840331
abide,10,10,1,3.2,1.475729575
abiding,10,10,1,3.4,1.577621275
ability,12,12,1,3.083333333,1.378954369
abject,10,11,0.909090909,3.3,2.002775851
able,16,16,1,2.9375,1.87860764
ably,11,11,1,3.090909091,1.921173884
abnormal,11,11,1,3.090909091,2.30019762
abnormality,9,9,1,3,1.58113883
aboard,11,11,1,4,2.28035085
abode,10,10,1,3.4,2.011080417
abolish,12,12,1,3,0.953462589
abolition,10,10,1,3.4,2.011080417
abominable,11,12,0.916666667,4,2
abominate,11,11,1,2.727272727,1.954016842
abomination,10,10,1,4.8,1.932183566
abort,10,10,1,3.8,1.932183566
abortion,13,13,1,4.461538462,1.853617392
abound,10,11,0.909090909,4,1.699673171
about,10,10,1,2,1.154700538
above,10,10,1,3.8,1.988857852
abrasion,10,10,1,4.7,1.251665557
abrasive,10,10,1,4,2.054804668
abridge,10,12,0.833333333,3.9,2.378141198
abroad,12,12,1,3.416666667,1.880924982
abrupt,10,10,1,4.9,1.791957341
abscess,17,20,0.85,3.647058824,2.148871113
absence,10,11,0.909090909,3.2,1.398411798
absent,13,13,1,2.230769231,1.23516842
absently,10,10,1,2.7,1.494434118
absinthe,10,12,0.833333333,2.5,1.433720878
absolute,10,10,1,3.1,2.024845673
absolutely,10,10,1,4.8,1.475729575
absolution,10,10,1,3.2,1.751190072
absolutism,10,12,0.833333333,3,1.885618083
absolve,13,13,1,2.846153846,1.463224399
absorb,10,10,1,4.7,1.888562063
absorbent,11,11,1,4.454545455,1.967924611
abstinence,10,10,1,3.9,2.469817807
abstract,10,10,1,3.2,1.398411798
abstracted,10,10,1,2.8,1.87379591
abstraction,10,10,1,2.7,2.057506582
abstractionism,10,11,0.909090909,3.6,2.319003617
abstractive,16,16,1,3.4375,2.032035105
absurd,13,13,1,4,2
absurdity,9,9,1,3.444444444,2.505549396
abundance,10,10,1,4.4,1.712697677
abundant,10,10,1,3.2,1.549193338
abuse,10,10,1,2.7,1.766981104
abusive,10,10,1,4.5,2.321398046
abut,10,11,0.909090909,2.6,1.429840706
abysmal,10,11,0.909090909,3.3,1.82878223
abyss,10,10,1,4.9,1.728840331
academic,10,10,1,2.7,1.766981104
academy,11,11,1,2.545454545,1.572490786
accelerate,10,10,1,4.4,1.577621275
accent,11,11,1,3.363636364,1.629277587
accept,10,10,1,3.6,2.547329757
acceptable,10,10,1,3,2.108185107
acceptance,10,10,1,2.7,1.418136492
access,10,10,1,3.2,1.475729575
accessible,10,10,1,4.3,1.766981104
accessory,10,10,1,3.9,2.330951165
accident,10,10,1,3.7,1.766981104
accidental,10,10,1,3,1.943650632
acclaim,10,10,1,2.3,1.33749351
acclimate,8,9,0.888888889,3.75,1.164964745
accommodate,10,10,1,2.7,1.702938637
accommodating,11,11,1,2.454545455,1.368476259
accommodation,11,11,1,3.090909091,1.921173884
accommodative,10,10,1,3,1.56347192
accompany,10,10,1,4.1,1.791957341
accomplice,10,10,1,2.6,2.011080417
accomplish,10,10,1,3.6,2.065591118
accomplished,10,10,1,3.7,2.162817093
accomplishment,11,11,1,3.454545455,2.46429042
accord,10,12,0.833333333,2.1,1.100504935
accordance,11,11,1,2.090909091,0.943879807
accordant,10,10,1,2.5,2.121320344
according,10,10,1,2.6,1.429840706
accordingly,12,12,1,2.75,1.288057029
accordion,11,11,1,3.909090909,1.972538743
accordionist,10,10,1,2,1.247219129
account,11,11,1,3.363636364,1.566698904
accountability,10,10,1,3,2
accountable,11,11,1,3.181818182,1.721521526
accountancy,10,10,1,2.8,1.87379591
accountant,11,11,1,3.818181818,1.721521526
accounting,11,11,1,2.818181818,1.53741223
accrue,15,18,0.833333333,3.266666667,1.751190072
accumulate,10,10,1,3.2,1.813529401
accuracy,10,10,1,3.7,1.251665557
accurate,10,10,1,3.1,2.330951165
accursed,11,12,0.916666667,2.909090909,1.972538743
accusation,12,12,1,3.25,1.95982374
accusative,12,12,1,2.916666667,1.831955405
accuse,16,16,1,3.875,1.927865832
accused,13,13,1,2.923076923,1.441153384
accustom,10,10,1,2.8,1.932183566
ace,10,10,1,3.9,1.595131482
acetify,11,12,0.916666667,3.363636364,1.911686547
ache,10,10,1,5.8,1.032795559
achieve,11,11,1,2.636363636,1.963299634
achievement,11,12,0.916666667,3.545454545,2.067057637
aching,10,10,1,5.2,1.135292424
achy,12,12,1,6,1.044465936
acid,10,10,1,4.3,2.584139659
acidic,10,10,1,5.1,1.370320319
acidify,13,13,1,4.230769231,1.964427234
acidity,11,11,1,4.545454545,1.572490786
acknowledge,12,12,1,2.666666667,2.015094554
acknowledged,10,10,1,2.7,1.33749351
acknowledgment,10,10,1,3.4,2.412928143
acne,10,10,1,2.7,1.946506843
acorn,10,10,1,3,1.490711985
acoustic,10,10,1,4.3,1.946506843
acoustics,10,10,1,2.9,1.370320319
acquaint,11,12,0.916666667,2.272727273,1.793929156
acquaintance,10,10,1,1.7,0.674948558
acquire,10,10,1,3.6,1.95505044
acquisitive,10,11,0.909090909,3.7,2.162817093
acquit,11,11,1,2.909090909,1.221027883
acre,11,12,0.916666667,3.181818182,1.721521526
acrid,10,11,0.909090909,3.9,1.969207398
acrobat,11,12,0.916666667,4.727272727,1.678744119
acrobatic,10,10,1,4.2,1.751190072
acrobatics,10,10,1,4.3,1.888562063
acronym,11,11,1,2.727272727,2.240129866
across,10,10,1,3.7,1.82878223
acrylic,10,10,1,3.1,2.183269719
act,10,10,1,3,2.054804668
acting,11,11,1,3.545454545,1.634847783
action,10,10,1,4.4,1.837873167
active,11,11,1,4.454545455,2.114882331
activism,11,12,0.916666667,3,1.61245155
activist,10,10,1,4.5,2.368778401
activity,10,10,1,3.6,1.429840706
actor,13,13,1,4.076923077,2.139374459
actress,11,12,0.916666667,3.818181818,2.182575626
actual,10,10,1,2.4,1.0749677
actuality,12,12,1,3.25,1.658312395
actualization,10,11,0.909090909,2.8,1.686548085
actualize,14,14,1,3.357142857,1.86494557
actually,10,10,1,3.2,1.813529401
acupuncture,10,10,1,3.1,2.558211181
acupuncturist,10,10,1,3,1.699673171
acute,10,10,1,3.8,2.043961296
ad,13,13,1,3.692307692,2.393902511
adage,11,13,0.846153846,3.181818182,1.887759615
adamant,10,11,0.909090909,3,1.699673171
adapt,10,10,1,3.4,1.837873167
adaptable,10,10,1,4.7,1.636391694
adaptation,10,10,1,2.7,1.33749351
adapter,11,11,1,3.181818182,1.721521526
add,10,10,1,4.1,2.024845673
addict,15,15,1,2,1.558387445
addicted,10,10,1,3.2,2.043961296
addiction,10,10,1,4.4,2.118699811
addictive,10,10,1,4.4,1.897366596
addition,11,11,1,3.727272727,1.793929156
additive,11,11,1,4.454545455,1.809068067
address,10,10,1,3,1.56347192
adept,12,13,0.923076923,3.083333333,1.505042031
adequacy,12,12,1,2.166666667,1.337115847
adequate,10,10,1,2.8,1.135292424
adhere,10,10,1,3.8,1.932183566
adherence,10,10,1,3.5,2.121320344
adhesive,10,10,1,2.7,2.213594362
adjective,10,10,1,2.1,1.197219
adjoin,12,12,1,3.666666667,2.14617348
adjust,10,10,1,2.8,1.932183566
adjustable,10,10,1,3.2,1.619327707
adjustment,10,10,1,3.3,1.494434118
administer,11,11,1,4,1.549193338
administrable,11,11,1,2.727272727,1.902151891
administration,13,13,1,3.153846154,2.034951017
admirable,10,10,1,4.3,1.766981104
admiral,10,10,1,2.6,1.349897115
admiration,11,11,1,3.545454545,1.809068067
admire,11,11,1,4,2
admiring,10,10,1,2.4,1.349897115
admissible,10,10,1,2.4,1.0749677
admission,10,10,1,3,1.885618083
admit,10,10,1,3.5,2.068278941
admittance,10,10,1,3.1,1.449137675
admittedly,11,11,1,3.090909091,1.640399065
admonish,10,11,0.909090909,3.6,1.712697677
adolescence,10,10,1,2.3,1.82878223
adolescent,10,10,1,2.9,1.728840331
adopt,11,11,1,3.090909091,1.375103302
adoptable,10,10,1,3.5,1.509230856
adoption,10,10,1,2.9,1.728840331
adoptive,10,10,1,2.9,1.595131482
adorable,14,14,1,3.928571429,2.302650169
adoration,10,10,1,3.3,2.002775851
adore,10,10,1,3.5,1.840893503
adorn,10,10,1,2.9,1.728840331
adrenaline,15,15,1,3.4,2.063284483
adult,10,10,1,2.6,1.837873167
adulterer,11,11,1,3.272727273,2.327698825
adulterous,11,11,1,3.636363636,2.062654953
adultery,10,10,1,3.2,2.201009869
advance,17,17,1,4.235294118,1.786386428
advanced,11,11,1,2.727272727,1.737291518
advancement,10,10,1,3.4,2.67498702
advantage,11,11,1,3.909090909,1.868397466
advantageous,10,10,1,3.8,2.043961296
advent,11,12,0.916666667,2.636363636,1.286291357
adventure,11,11,1,3.909090909,2.211539982
adventurer,11,11,1,5.090909091,1.221027883
adventuresome,10,10,1,3.6,1.837873167
adventurous,12,12,1,3.833333333,2.167249339
adverb,10,10,1,2.4,1.646545205
adversary,10,10,1,3.6,1.349897115
adverse,10,11,0.909090909,2.8,1.87379591
adversity,11,11,1,2.727272727,1.954016842
advertise,11,11,1,2.363636364,1.286291357
advertisement,11,11,1,4.090909091,2.211539982
advice,10,10,1,4.1,1.197219
advisable,10,10,1,3.4,2.065591118
advise,11,11,1,2.818181818,1.990888335
advised,11,11,1,3.909090909,1.921173884
advisedly,10,12,0.833333333,2.7,1.888562063
adviser,10,10,1,3.9,1.595131482
advisory,10,10,1,2.7,1.567021236
aerial,13,13,1,3.307692308,2.097006413
aerobic,10,10,1,4,1.247219129
aerosol,10,10,1,3.7,1.702938637
aesthetical,10,10,1,3.9,1.523883927
aesthetically,10,10,1,2.9,2.131770261
aestheticism,10,11,0.909090909,3.3,1.82878223
affable,12,12,1,3.416666667,1.505042031
affair,10,10,1,2.7,1.494434118
affect,10,10,1,3.4,1.837873167
affecting,12,12,1,3.25,1.864744682
affection,10,10,1,3.1,2.078995484
affectionate,13,13,1,3.538461538,1.898042176
affective,11,11,1,3.545454545,2.621588693
affiliate,13,13,1,2.692307692,1.84321347
affirmation,10,11,0.909090909,3.2,2.097617696
afflict,11,12,0.916666667,2.727272727,2.240129866
affliction,11,11,1,3.636363636,1.911686547
affluent,13,13,1,3.846153846,1.519109051
afford,12,12,1,3.166666667,1.850470866
affordable,10,10,1,4.2,2.1499354
affront,10,11,0.909090909,2.2,1.316561177
afloat,11,11,1,4.363636364,1.689540013
afore,11,12,0.916666667,2.454545455,1.507556723
afraid,10,10,1,3.6,2.270584849
African,10,10,1,4.7,2.668749187
after,10,10,1,2.8,1.751190072
afterbirth,11,11,1,4.454545455,2.161649202
afterlife,10,10,1,5.1,1.728840331
aftermath,17,17,1,3.117647059,1.833110503
afternoon,10,10,1,3.6,2.547329757
aftershave,10,10,1,4.7,1.888562063
aftertaste,10,10,1,4.1,1.969207398
again,13,13,1,1.846153846,0.987096234
against,10,10,1,3,2.160246899
age,10,10,1,3.3,2.057506582
ageless,10,10,1,3.5,2.635231383
agency,10,10,1,3.1,1.595131482
agenda,10,10,1,2.5,1.840893503
agent,10,10,1,3.3,1.418136492
agglomerate,13,14,0.928571429,2.769230769,2.006400016
aggravate,10,10,1,4.2,2.1499354
aggravation,10,10,1,4.3,1.567021236
aggregate,10,10,1,1.9,0.737864787
aggression,10,10,1,3.3,1.766981104
aggressive,12,12,1,3.916666667,1.975225342
aggressor,10,10,1,4.1,1.595131482
aggrieve,10,12,0.833333333,2.9,1.969207398
aggrieved,10,10,1,2.9,1.286683938
agile,11,11,1,3.909090909,2.022599587
agility,10,10,1,3,1.56347192
agitate,11,11,1,3.636363636,1.963299634
agitation,10,10,1,3.7,1.946506843
agnostic,10,11,0.909090909,4.2,2.1499354
ago,10,11,0.909090909,2.9,2.183269719
agonistic,10,10,1,3.2,1.475729575
agonize,10,10,1,4.4,1.429840706
agonizing,10,10,1,4.1,1.791957341
agony,10,10,1,3.3,1.567021236
agree,11,11,1,3.818181818,2.315952582
agreeable,10,10,1,4.1,2.183269719
agreed,10,10,1,3.6,2.011080417
agreement,11,11,1,4.090909091,1.921173884
agriculture,10,10,1,3.6,2.170509413
ahead,12,12,1,4.083333333,2.193309386
ahem,15,15,1,6,1.772810521
aid,11,11,1,4.454545455,1.634847783
aide,10,10,1,3.4,1.646545205
ailing,11,11,1,2.909090909,1.640399065
ailment,11,11,1,4.727272727,1.61807967
aim,14,14,1,3.857142857,1.875228924
aimless,10,10,1,3,2.108185107
air,10,10,1,3.3,2.406010991
airborne,11,11,1,3.818181818,2.136266922
aircraft,10,10,1,3.9,2.558211181
airfield,17,17,1,3.588235294,2.265469695
airflow,10,10,1,3.8,2.394437999
airlift,11,11,1,4.454545455,1.916436086
airline,10,10,1,3.1,2.330951165
airplane,10,10,1,3.3,2.002775851
airport,10,10,1,4.3,2.057506582
airstrip,11,11,1,3.727272727,2.240129866
airway,10,10,1,4.6,1.646545205
aisle,11,11,1,3.272727273,1.678744119
alarm,10,10,1,4.6,1.429840706
alarming,10,10,1,5.1,2.078995484
alas,10,10,1,2.2,1.229272594
albeit,10,11,0.909090909,4,1.825741858
albino,11,11,1,3.363636364,2.110579412
album,10,10,1,2.1,1.370320319
alcohol,11,11,1,3.090909091,1.578261414
alcoholic,10,10,1,3.5,1.58113883
alcoholism,10,10,1,4.4,2.547329757
alcove,10,11,0.909090909,4.4,1.897366596
ale,10,10,1,2.6,1.577621275
alert,13,13,1,4.230769231,1.58922655
alfalfa,10,10,1,3.2,1.813529401
algae,10,10,1,1.9,1.286683938
algebra,10,10,1,2.6,1.776388346
alias,10,10,1,2.8,1.686548085
alien,10,10,1,3.9,2.131770261
alienable,11,11,1,3.454545455,2.018099916
alienate,10,10,1,4.2,1.751190072
alienation,10,10,1,3.4,2.170509413
align,10,10,1,4.3,2.002775851
alike,11,11,1,4.090909091,2.071450963
alive,10,10,1,3.7,1.946506843
alkaline,10,12,0.833333333,2.4,1.646545205
all,10,10,1,3.4,2.366431913
allegation,11,11,1,2.545454545,1.809068067
allege,9,10,0.9,2.888888889,1.536590743
alleged,11,11,1,2.545454545,1.368476259
allegedly,10,10,1,2.6,1.837873167
allegiance,11,11,1,2.727272727,1.009049958
allegorical,10,10,1,2.1,1.197219
allegory,11,11,1,1.909090909,0.831209415
allergic,10,10,1,3.1,2.233582076
allergy,11,11,1,2.636363636,1.501514387
alleviate,10,10,1,3.1,1.969207398
alley,11,11,1,3.363636364,2.248231628
alliance,10,10,1,3.3,1.888562063
allied,10,10,1,3.4,1.776388346
allies,10,10,1,3.7,1.888562063
alligator,11,11,1,3.545454545,1.809068067
allocable,10,12,0.833333333,2.2,1.751190072
allocate,12,12,1,3.333333333,2.015094554
allow,10,10,1,4.1,2.233582076
allowable,10,10,1,3.8,1.619327707
allowance,10,10,1,3.8,2.043961296
allude,11,11,1,3.727272727,1.848832555
allure,10,10,1,3.2,1.619327707
alluring,10,11,0.909090909,4.1,1.728840331
allusion,10,10,1,4.6,1.776388346
allusive,10,10,1,2.8,1.813529401
ally,10,10,1,3.9,1.91195072
almighty,11,11,1,4.909090909,1.972538743
almond,12,12,1,3.083333333,2.108783938
almost,13,13,1,3.307692308,2.056883378
aloe,10,10,1,4.3,2.359378449
aloha,10,10,1,4.2,2.1499354
alone,10,10,1,3.3,1.888562063
along,11,11,1,2.636363636,2.062654953
aloof,10,10,1,4.8,1.135292424
aloud,10,10,1,4.5,1.509230856
alpaca,11,11,1,3.545454545,2.207425485
alpha,11,11,1,4.454545455,2.423371056
alphabet,10,10,1,2.8,2.394437999
alphabetical,16,16,1,3.0625,2.14378948
already,12,12,1,3.083333333,1.781640375
also,10,10,1,3.2,1.619327707
altar,10,10,1,2.5,1.649915823
alter,10,10,1,2.9,1.969207398
alteration,10,10,1,2.7,1.33749351
altercation,10,10,1,3.7,1.82878223
alternate,12,12,1,3.916666667,1.781640375
alternative,11,11,1,4.272727273,2.284333999
although,10,10,1,2.9,1.728840331
altitude,10,11,0.909090909,3.1,1.728840331
altruism,12,13,0.923076923,2.333333333,1.66969422
altruistic,10,10,1,2.8,2.043961296
aluminum,10,10,1,3.5,2.068278941
always,13,13,1,2.615384615,1.894661867
am,13,13,1,2.230769231,1.87766904
amaretto,11,11,1,2,1.61245155
amass,10,11,0.909090909,3,2
amateur,12,12,1,2.25,1.658312395
amateurish,10,10,1,2.8,2.043961296
amateurism,11,11,1,2.090909091,1.814086296
amaze,12,12,1,3.5,1.78376517
amazed,10,10,1,3.9,2.131770261
amazement,10,10,1,3,1.490711985
amazing,11,11,1,4.545454545,2.161649202
ambassador,10,10,1,3.4,1.646545205
amber,11,11,1,3.454545455,2.207425485
ambience,10,11,0.909090909,3.7,2.057506582
ambient,14,15,0.933333333,3.428571429,1.398586414
ambiguity,10,10,1,3.3,1.82878223
ambiguous,10,10,1,2.3,1.567021236
ambition,11,11,1,3.363636364,1.629277587
ambitious,10,10,1,3.2,1.87379591
amble,10,11,0.909090909,2.7,1.946506843
ambulance,10,10,1,2.3,1.159501809
ambush,11,11,1,4.272727273,1.272077756
amen,10,10,1,3,1.333333333
amendatory,10,12,0.833333333,2,1.56347192
amendment,11,11,1,3.636363636,2.15743956
amends,12,12,1,3.5,2.315952582
America,10,10,1,5,2.449489743
American,11,11,1,5.090909091,2.508168473
Americanize,10,10,1,4.9,1.449137675
amiable,10,11,0.909090909,2.8,2.097617696
amicable,10,11,0.909090909,3.6,1.95505044
amidst,10,10,1,3.6,1.837873167
amiss,10,10,1,4.1,1.969207398
ammo,10,10,1,4.1,2.131770261
ammonia,10,11,0.909090909,3.2,1.87379591
ammunition,10,10,1,2.5,1.649915823
amnesia,10,10,1,3,2
amnesty,10,10,1,2.3,1.702938637
among,10,10,1,3.3,2.002775851
amongst,11,11,1,2.454545455,1.634847783
amoral,10,12,0.833333333,3.5,1.840893503
amorous,11,12,0.916666667,3.363636364,1.911686547
amount,11,11,1,2.909090909,1.445997611
amour,10,10,1,3.3,2.110818693
amp,11,11,1,4.909090909,1.972538743
amphibian,10,10,1,2.4,1.897366596
amplifier,10,10,1,3.6,1.349897115
amplify,10,10,1,4.3,1.494434118
amplitude,10,10,1,3.3,2.359378449
amputate,11,11,1,4.090909091,1.578261414
amputee,12,12,1,3.333333333,2.188122206
amuck,13,15,0.866666667,4.846153846,1.675616993
amuse,12,12,1,2.583333333,1.311372171
amused,10,10,1,2.9,1.91195072
amusement,12,12,1,3.083333333,1.729862492
amusing,13,14,0.928571429,4.076923077,1.891275516
an,10,10,1,2.6,2.59058123
anaconda,12,12,1,4.5,1.977142106
anagram,11,11,1,2.727272727,1.737291518
anal,10,10,1,3.5,2.121320344
analogical,10,11,0.909090909,3.3,1.82878223
analogous,10,10,1,2.5,2.013840996
analogy,10,10,1,2.6,1.837873167
analyse,12,12,1,3.916666667,1.781640375
analysis,10,10,1,3,1.56347192
analyst,10,10,1,3.8,2.1499354
analytic,10,10,1,4.1,1.91195072
analyze,11,11,1,3.545454545,2.161649202
anarchic,10,10,1,3.5,2.223610677
anarchist,10,10,1,4.6,2.011080417
anarchy,11,11,1,3.272727273,1.678744119
anatomy,10,11,0.909090909,4,2.108185107
ancestor,10,10,1,3.4,1.95505044
ancestral,10,10,1,3.2,1.619327707
ancestry,10,10,1,3.5,2.460803843
anchor,11,11,1,3.818181818,1.834021909
anchorman,10,10,1,2.9,1.523883927
anchovy,12,13,0.923076923,2.5,1.243163121
ancient,10,10,1,2.8,2.201009869
and,10,10,1,2,2
anecdote,16,16,1,3,1.414213562
anemia,10,10,1,2.8,1.549193338
anemic,10,11,0.909090909,2.5,2.121320344
aneurysm,11,12,0.916666667,2.454545455,1.213559752
anew,10,10,1,3.2,2.201009869
angel,12,12,1,3.5,1.78376517
angelic,10,10,1,3.9,1.791957341
anger,10,10,1,3.4,2.319003617
angle,10,10,1,4.6,1.577621275
angry,10,10,1,3.9,2.131770261
angst,10,11,0.909090909,3.4,1.95505044
anguish,10,10,1,3.9,2.131770261
anguished,10,11,0.909090909,3.6,1.429840706
angular,10,10,1,3.6,1.95505044
animal,12,12,1,3.083333333,1.729862492
animate,12,12,1,3.166666667,1.466804401
animated,10,10,1,3.6,1.712697677
animation,10,10,1,4.8,1.813529401
animosity,11,11,1,3.727272727,1.555050423
ankle,11,11,1,2.727272727,1.555050423
anklet,10,10,1,4.2,2.485513584
annals,10,10,1,2.3,1.159501809
annihilate,10,10,1,4.3,2.110818693
annihilation,10,10,1,4.7,2.002775851
anniversary,11,11,1,2.818181818,2.358736179
announce,12,12,1,3.416666667,1.928651594
announcer,11,11,1,3.727272727,2.195035721
annoy,11,11,1,4.818181818,1.662418829
annoyance,10,10,1,3.5,1.715938357
annoyed,10,10,1,3.9,1.91195072
annoying,11,11,1,4.727272727,1.848832555
annual,10,10,1,3,1.825741858
anoint,12,14,0.857142857,2.75,1.658312395
anomaly,10,10,1,3.6,1.264911064
anorexia,10,10,1,3.1,2.233582076
anorexic,12,12,1,2.75,2.137330536
another,10,10,1,3.6,1.897366596
answer,10,10,1,4.2,1.87379591
answerable,11,11,1,2.909090909,1.758098146
ant,11,11,1,4.363636364,2.500908926
antagonist,11,11,1,3.636363636,1.911686547
antagonistic,10,10,1,1.8,1.316561177
antagonize,11,11,1,4.454545455,2.114882331
antelope,10,10,1,2.7,2.213594362
antenna,12,12,1,3.75,2.094364733
anthem,11,11,1,3.454545455,1.439696938
anthill,11,11,1,3.272727273,1.902151891
anthrax,10,12,0.833333333,3.3,2.496664441
antibody,10,10,1,2.7,1.702938637
antic,15,17,0.882352941,3.266666667,1.437590577
anticipate,11,11,1,3.636363636,2.01359019
anticipation,10,10,1,3,1.333333333
anticipative,10,10,1,3.6,2.412928143
anticipatory,11,12,0.916666667,3,1.341640786
antidote,10,10,1,3.1,2.131770261
antifreeze,10,10,1,4.5,1.715938357
antipathy,11,11,1,2.545454545,1.694912173
antiquate,12,13,0.923076923,2.083333333,1.164500153
antique,10,10,1,3.4,1.776388346
antiseptic,10,10,1,3.5,1.957890021
antler,10,11,0.909090909,3,1.56347192
anus,10,10,1,2.8,1.87379591
anxiety,10,10,1,4,1.825741858
anxious,11,11,1,4.454545455,1.572490786
any,11,11,1,2.727272727,2.284333999
anybody,10,10,1,3.7,2.110818693
anyone,11,11,1,3.636363636,2.110579412
anything,10,10,1,3.5,2.173067468
anyway,10,10,1,2,1.632993162
aorta,10,11,0.909090909,3.2,2.043961296
apart,9,9,1,3.666666667,1.414213562
apartment,10,10,1,3.6,1.429840706
apathetic,11,12,0.916666667,3,1.897366596
apathy,13,16,0.8125,3.230769231,1.3634421
ape,10,10,1,3,2
apex,11,11,1,3.636363636,1.911686547
aphid,12,14,0.857142857,2.333333333,1.435481125
aphrodisiac,10,10,1,3.2,1.751190072
apocalypse,11,11,1,4.545454545,2.114882331
apolitical,11,11,1,3.181818182,1.834021909
apologetic,10,10,1,2.9,1.663329993
apologetics,12,12,1,2.333333333,1.66969422
apologize,10,10,1,3.2,2.394437999
apology,11,11,1,3.909090909,2.211539982
apostrophe,10,11,0.909090909,2.6,1.897366596
appal,9,11,0.818181818,3.222222222,1.787300882
appall,10,10,1,3.2,1.988857852
appalling,11,11,1,3.909090909,2.022599587
apparatus,12,12,1,3.083333333,1.378954369
apparel,10,10,1,2.8,1.988857852
apparent,10,10,1,2.7,2.162817093
appeal,11,11,1,2.454545455,1.439696938
appear,11,11,1,3.909090909,2.022599587
appearance,10,10,1,3.1,1.791957341
appease,10,10,1,3.2,1.988857852
append,13,15,0.866666667,2.076923077,1.187542172
appendectomy,10,10,1,2.8,1.398411798
appendicitis,10,11,0.909090909,4.8,1.475729575
appetite,10,10,1,2.9,1.969207398
appetizer,11,11,1,2.636363636,2.203303305
appetizing,11,11,1,4.545454545,1.368476259
applaud,18,18,1,4.666666667,2
applause,10,10,1,4.2,1.686548085
apple,11,11,1,4,2
appliance,10,10,1,2.9,2.131770261
applicable,13,13,1,3,1.527525232
application,12,12,1,2.583333333,1.831955405
applied,11,11,1,2.909090909,1.814086296
apply,10,10,1,2.6,1.173787791
appoint,10,10,1,3.3,2.002775851
appointment,11,11,1,3.454545455,1.967924611
appraisal,10,11,0.909090909,2.1,0.875595036
appraise,11,11,1,3.818181818,1.470930441
appreciable,10,10,1,4.1,2.282785822
appreciate,10,10,1,3.8,1.813529401
appreciation,10,10,1,3.1,1.969207398
appreciative,10,10,1,2.6,1.646545205
appreciatory,11,11,1,2.272727273,1.678744119
apprehend,10,10,1,3.5,1.433720878
apprehensible,11,11,1,3.181818182,1.834021909
apprehension,10,10,1,4.1,1.91195072
apprehensive,10,10,1,3.2,2.529822128
apprentice,10,10,1,4,1.247219129
approach,11,11,1,2.909090909,2.119176512
approachable,10,10,1,3,1.943650632
appropriate,11,11,1,3.363636364,2.062654953
approval,10,10,1,3,1.943650632
approve,13,13,1,2.769230769,1.423250163
approximate,10,10,1,2.8,1.549193338
apricot,10,10,1,4,1.56347192
April,11,11,1,3.090909091,2.119176512
apron,10,10,1,2.6,1.264911064
apt,10,11,0.909090909,3.5,2.415229458
aptitude,10,10,1,2.8,1.751190072
aqua,10,10,1,4,1.943650632
aquamarine,11,11,1,4.090909091,2.071450963
aquarium,10,10,1,3,1.885618083
aquatic,10,10,1,4.8,1.751190072
aqueduct,10,11,0.909090909,2.9,1.370320319
arachnid,11,11,1,3.090909091,1.921173884
arbitrary,12,13,0.923076923,1.916666667,1.311372171
arbitrate,13,14,0.928571429,2.769230769,1.87766904
arbitration,10,11,0.909090909,1.9,1.100504935
arc,10,10,1,4.5,2.173067468
arcade,10,10,1,3.3,2.057506582
arch,10,10,1,4.9,1.286683938
archaic,11,12,0.916666667,2.454545455,1.507556723
arched,10,11,0.909090909,4.3,1.636391694
archer,10,10,1,3.3,1.702938637
archery,10,10,1,3.2,1.135292424
archetypal,10,12,0.833333333,2,1.154700538
architect,10,10,1,4.5,1.58113883
architectural,11,11,1,4.363636364,1.026910636
architecture,10,10,1,3.7,2.002775851
archive,11,11,1,2.909090909,1.578261414
archway,10,10,1,3.9,1.91195072
arctic,10,10,1,4.6,2.065591118
ardent,12,14,0.857142857,2.583333333,1.676486224
arduous,13,15,0.866666667,3.230769231,1.964427234
are,11,11,1,1.363636364,0.674199862
area,10,10,1,2.4,1.0749677
arena,15,16,0.9375,3.866666667,1.597617273
areola,10,10,1,2.9,2.078995484
arf,10,12,0.833333333,5.5,1.779513042
arguable,10,10,1,3,1.699673171
argue,10,10,1,3.8,1.619327707
argument,11,11,1,4.181818182,1.401298099
argumentative,10,10,1,3.9,1.728840331
arise,11,11,1,5.181818182,1.778661397
aristocracy,13,13,1,4.230769231,2.278663576
aristocrat,10,11,0.909090909,4.2,2.097617696
aristocratic,10,10,1,2.6,1.349897115
ark,11,11,1,3.636363636,2.203303305
arm,10,11,0.909090909,4.9,2.558211181
armadillo,10,10,1,3.4,2.366431913
armchair,10,10,1,4.3,2.790858092
armed,11,12,0.916666667,4,1.843908891
armor,10,10,1,3.9,2.131770261
armpit,10,10,1,3.4,2.170509413
armrest,10,10,1,3.8,1.87379591
army,10,10,1,4.8,2.299758441
aroma,10,10,1,3.8,1.87379591
aromatic,14,14,1,4.642857143,1.33630621
arose,14,14,1,3.714285714,2.198900824
around,9,10,0.9,4.111111111,1.615893286
arouse,11,11,1,5,1.673320053
arrange,14,14,1,4.142857143,1.65748386
arrangement,10,10,1,3.5,1.715938357
